,name,original_name,popularity,gender,id,known_for_department,adult
400,Sasha Alexander,Sasha Alexander,58.89,1,64154,Acting,False
401,Eddie Murphy,Eddie Murphy,58.816,2,776,Acting,False
402,Jean-Claude Van Damme,Jean-Claude Van Damme,58.739,2,15111,Acting,False
403,Brie Larson,Brie Larson,58.685,1,60073,Acting,False
404,Queen Latifah,Queen Latifah,58.647,1,15758,Acting,False
405,Ethan Hawke,Ethan Hawke,58.645,2,569,Acting,False
406,Karen Allen,Karen Allen,58.565,1,650,Acting,False
407,Pierce Brosnan,Pierce Brosnan,58.565,2,517,Acting,False
408,Rufus Sewell,Rufus Sewell,58.563,2,17328,Acting,False
409,Kim Basinger,Kim Basinger,58.562,1,326,Acting,False
410,Ewan McGregor,Ewan McGregor,58.485,2,3061,Acting,False
411,Sangeeth Shobhan,Sangeeth Shobhan,58.481,0,3234630,Acting,False
412,Yu Seon,유선,58.395,1,87897,Acting,False
413,Christopher Walken,Christopher Walken,58.187,2,4690,Acting,False
414,Kuranosuke Sasaki,佐々木蔵之介,58.181,2,121716,Acting,False
415,Lee Beom-soo,이범수,58.108,2,86330,Acting,False
416,Meg Foster,Meg Foster,58.081,1,41229,Acting,False
417,Colin Farrell,Colin Farrell,57.985,2,72466,Acting,False
418,Donald Sutherland,Donald Sutherland,57.973,2,55636,Acting,False
419,Naoko Matsui,松井菜桜子,57.906,1,87585,Acting,False
420,Rachel McAdams,Rachel McAdams,57.875,1,53714,Acting,False
421,Morooka Moro,モロ師岡,57.865,2,58615,Acting,False
422,Sophie Turner,Sophie Turner,57.856,1,1001657,Acting,False
423,Jessica Chastain,Jessica Chastain,57.849,1,83002,Acting,False
424,Seiichi Tanabe,田辺誠一,57.796,2,58675,Acting,False
425,Nicholas Galitzine,Nicholas Galitzine,57.764,2,1425934,Acting,False
426,Carrie Coon,Carrie Coon,57.683,1,1308445,Acting,False
427,Sonoya Mizuno,ソノヤ・ミズノ,57.658,1,1457238,Acting,False
428,Milla Jovovich,Milla Jovovich,57.641,1,63,Acting,False
429,Dennis Quaid,Dennis Quaid,57.613,2,6065,Acting,False
430,Joaquin Phoenix,Joaquin Phoenix,57.58,2,73421,Acting,False
431,Azi Acosta,Azi Acosta,57.577,1,3904236,Acting,False
432,Michael Wong,Michael Wong,57.56,2,64896,Acting,False
433,Eric Dane,Eric Dane,57.549,2,58115,Acting,False
434,Gina Gershon,Gina Gershon,57.538,1,11150,Acting,False
435,Kim Mi-kyeong,김미경,57.497,1,587632,Acting,False
436,Martin Scorsese,Martin Scorsese,57.479,2,1032,Directing,False
437,Josh Peck,Josh Peck,57.455,2,15760,Acting,False
438,Yurika Kubo,久保ユリカ,57.396,1,1288294,Acting,False
439,Tom Felton,Tom Felton,57.375,2,10993,Acting,False
440,Christian Bale,Christian Bale,57.342,2,3894,Acting,False
441,J.K. Simmons,J.K. Simmons,57.329,2,18999,Acting,False
442,Judy Greer,Judy Greer,57.254,1,20750,Acting,False
443,Lee Dong-wook,이동욱,57.218,2,1238592,Acting,False
444,Chi McBride,Chi McBride,57.216,2,8687,Acting,False
445,Wang Yibo,王一博,57.215,2,1594612,Acting,False
446,Luke Evans,Luke Evans,57.19,2,114019,Acting,False
447,Ruth Gemmell,Ruth Gemmell,57.177,1,18031,Acting,False
448,Hayley Atwell,Hayley Atwell,57.154,1,39459,Acting,False
449,Song Kang,송강,57.15,2,1878952,Acting,False
450,Xiao Zhan,肖战,57.145,2,2084790,Acting,False
451,Hiroshi Abe,阿部寛,57.09,2,66155,Acting,False
452,Fala Chen,陈法拉,57.086,1,123701,Acting,False
453,Ron Perlman,Ron Perlman,57.068,2,2372,Acting,False
454,Naomi Nishida,西田尚美,57.046,1,66153,Acting,False
455,Halle Berry,Halle Berry,56.924,1,4587,Acting,False
456,Kirsten Dunst,Kirsten Dunst,56.917,1,205,Acting,False
457,Claire Holt,Claire Holt,56.885,1,86132,Acting,False
458,Michael Keaton,Michael Keaton,56.855,2,2232,Acting,False
459,Kim Tae-hyung,뷔,56.815,2,1544093,Acting,False
460,Millie Bobby Brown,Millie Bobby Brown,56.799,1,1356210,Acting,False
461,Rumiko Takahashi,高橋留美子,56.799,1,585763,Writing,False
462,Will Ferrell,Will Ferrell,56.788,2,23659,Acting,False
463,Kate McKinnon,Kate McKinnon,56.78,1,1240487,Acting,False
464,Michelle Jenner,Michelle Jenner,56.743,1,114463,Acting,False
465,Nastassja Kinski,Nastassja Kinski,56.638,1,2630,Acting,False
466,Lily James,Lily James,56.633,1,1016168,Acting,False
467,Meryl Streep,Meryl Streep,56.575,1,5064,Acting,False
468,Hidetoshi Nishijima,西島秀俊,56.549,2,13250,Acting,False
469,Michelle Yim,米雪,56.545,1,64384,Acting,False
470,Kate Mara,Kate Mara,56.501,1,51072,Acting,False
471,Tony Cox,Tony Cox,56.498,2,19754,Acting,False
472,Kurt Russell,Kurt Russell,56.451,2,6856,Acting,False
473,Scott Adkins,Scott Adkins,56.45,2,78110,Acting,False
474,Ralph Fiennes,Ralph Fiennes,56.438,2,5469,Acting,False
475,Park Eun-bin,박은빈,56.422,1,1134684,Acting,False
476,Margaret Qualley,Margaret Qualley,56.315,1,1392137,Acting,False
477,Erika Christensen,Erika Christensen,56.284,1,21711,Acting,False
478,Jeremy Renner,Jeremy Renner,56.242,2,17604,Acting,False
479,Jim Carrey,Jim Carrey,56.217,2,206,Acting,False
480,Kim Eung-soo,김응수,56.2,2,147852,Acting,False
481,Liam Hemsworth,Liam Hemsworth,56.089,2,96066,Acting,False
482,Vernon Dobtcheff,Vernon Dobtcheff,56.085,2,649,Acting,False
483,Hee-jeong,Hee-jeong,56.075,1,3010184,Acting,False
484,Lily Franky,リリー・フランキー,56.007,2,123739,Acting,False
485,Charlie Chaplin,Charlie Chaplin,56.002,2,13848,Acting,False
486,Rica Matsumoto,松本梨香,56.0,1,65424,Acting,False
487,Julie Bowen,Julie Bowen,55.821,1,31171,Acting,False
488,Bryan Cranston,Bryan Cranston,55.818,2,17419,Acting,False
489,Elizabeth Mitchell,Elizabeth Mitchell,55.816,1,31167,Acting,False
490,Shailene Woodley,Shailene Woodley,55.793,1,94185,Acting,False
491,Juno Temple,Juno Temple,55.746,1,36594,Acting,False
492,Michael Rooker,Michael Rooker,55.686,2,12132,Acting,False
493,Kenny Johnson,Kenny Johnson,55.668,2,42191,Acting,False
494,Imogen Poots,Imogen Poots,55.576,1,17606,Acting,False
495,Harrison Ford,Harrison Ford,55.55,2,3,Acting,False
496,Reese Witherspoon,Reese Witherspoon,55.516,1,368,Acting,False
497,Joanna Kerns,Joanna Kerns,55.512,1,87038,Acting,False
498,Julianne Moore,Julianne Moore,55.512,1,1231,Acting,False
499,Jena Malone,Jena Malone,55.492,1,20089,Acting,False
500,Julie Benz,Julie Benz,55.477,1,35551,Acting,False
501,Sondra Locke,Sondra Locke,55.468,1,66223,Acting,False
502,Kathryn Newton,Kathryn Newton,55.438,1,221192,Acting,False
503,Phoebe Cates,Phoebe Cates,55.42,1,16171,Acting,False
504,Cha Eun-woo,차은우,55.415,2,1604826,Acting,False
505,Lou Gala,Lou Gala,55.4,1,1656137,Acting,False
506,Heather Graham,Heather Graham,55.378,1,69122,Acting,False
507,Supaporn Malisorn,สุภาพร มะลิซ้อน,55.323,1,3878062,Acting,False
508,Akeno Watanabe,渡辺明乃,55.292,1,587350,Acting,False
509,Marion Cotillard,Marion Cotillard,55.282,1,8293,Acting,False
510,Namkoong Min,남궁민,55.263,2,1239247,Acting,False
511,Joseph Quinn,Joseph Quinn,55.231,2,1597365,Acting,False
512,Rose Leslie,Rose Leslie,55.23,1,1223793,Acting,False
513,Joe Pesci,Joe Pesci,55.213,2,4517,Acting,False
514,Kate Winslet,Kate Winslet,55.187,1,204,Acting,False
515,Pollyanna McIntosh,Pollyanna McIntosh,55.171,1,92730,Acting,False
516,Connie Nielsen,Connie Nielsen,55.168,1,935,Acting,False
517,Dave Franco,Dave Franco,55.119,2,54697,Acting,False
518,Niyathi Kadambi,Niyathi Kadambi,55.115,1,2244859,Acting,False
519,Adrien Brody,Adrien Brody,55.092,2,3490,Acting,False
520,Naomi Watts,Naomi Watts,55.024,1,3489,Acting,False
521,Yûki Kaji,梶裕貴,54.993,2,149894,Acting,False
522,Snoop Dogg,Snoop Dogg,54.915,2,19767,Acting,False
523,Helen Hunt,Helen Hunt,54.837,1,9994,Acting,False
524,Kim Sang-ho,김상호,54.832,2,123820,Acting,False
525,Jordana Lajoie,Jordana Lajoie,54.822,1,2069635,Acting,False
526,Viola Davis,Viola Davis,54.815,1,19492,Acting,False
527,Finn Wolfhard,Finn Wolfhard,54.745,2,1442069,Acting,False
528,Giovanni Ribisi,Giovanni Ribisi,54.734,2,1771,Acting,False
529,Sadie Sandler,Sadie Sandler,54.704,1,1202534,Acting,False
530,Michelle Monaghan,Michelle Monaghan,54.684,1,11705,Acting,False
531,Lee Da-hee,이다희,54.662,1,123807,Acting,False
532,Saori Hayami,早見沙織,54.656,1,221773,Acting,False
533,Krysten Ritter,Krysten Ritter,54.588,1,78080,Acting,False
534,Ji Chang-wook,지창욱,54.579,2,1253391,Acting,False
535,Julian McMahon,Julian McMahon,54.575,2,20402,Acting,False
536,Ryuya Wakaba,若葉竜也,54.572,2,114307,Acting,False
537,Kim Min-hee,김민희,54.53,1,123664,Acting,False
538,Leonor Varela,Leonor Varela,54.487,1,10839,Acting,False
539,Ian McKellen,Ian McKellen,54.483,2,1327,Acting,False
540,Zooey Deschanel,Zooey Deschanel,54.464,1,11664,Acting,False
541,Jeff Goldblum,Jeff Goldblum,54.461,2,4785,Acting,False
542,Dylan Wang,王鹤棣,54.454,2,2050456,Acting,False
543,Murray Hamilton,Murray Hamilton,54.417,2,8608,Acting,False
544,Jeff Ross,Jeff Ross,54.38,2,87281,Acting,False
545,Zhang Miaoyi,張淼怡,54.366,1,3372607,Acting,False
546,Kim Ji-won,김지원,54.358,1,582130,Acting,False
547,Maite Perroni,Maite Perroni,54.327,1,970753,Acting,False
548,Park Hyung-sik,박형식,54.266,2,1330918,Acting,False
549,Billy Zane,Billy Zane,54.252,2,1954,Acting,False
550,Tuba Büyüküstün,Tuba Büyüküstün,54.247,1,142855,Acting,False
551,Milly Alcock,Milly Alcock,54.163,1,2046128,Acting,False
552,Alyson Hannigan,Alyson Hannigan,54.129,1,21595,Acting,False
553,Sam Corlett,Sam Corlett,54.116,2,2514293,Acting,False
554,Arnold Schwarzenegger,Arnold Schwarzenegger,54.115,2,1100,Acting,False
555,Michelle Williams,Michelle Williams,54.095,1,1812,Acting,False
556,Wakana Yamazaki,山崎和佳奈,54.092,1,87582,Acting,False
557,AnnaSophia Robb,AnnaSophia Robb,54.05,1,1285,Acting,False
558,Paul Walker,Paul Walker,54.037,2,8167,Acting,False
559,Hiroyuki Sanada,真田広之,54.025,2,9195,Acting,False
560,Jack Quaid,Jack Quaid,54.021,2,1030513,Acting,False
561,Desmond Harrington,Desmond Harrington,53.998,2,6365,Acting,False
562,Ju Jin-mo,주진모,53.982,2,17122,Acting,False
563,Shantel VanSanten,Shantel VanSanten,53.948,1,94423,Acting,False
564,Paola Nuñez,Paola Nuñez,53.914,1,544442,Acting,False
565,Woo Do-hwan,우도환,53.908,2,1845057,Acting,False
566,Rebecca Romijn,Rebecca Romijn,53.896,1,11008,Acting,False
567,Burt Ward,Burt Ward,53.865,2,35192,Acting,False
568,Seung Ha,Seung Ha,53.803,1,2710789,Acting,False
569,Charles Dance,Charles Dance,53.784,2,4391,Acting,False
570,Kiana Madeira,Kiana Madeira,53.774,1,142115,Acting,False
571,Rebecca Hall,Rebecca Hall,53.74,1,15556,Acting,False
572,Christopher Lloyd,Christopher Lloyd,53.713,2,1062,Acting,False
573,Özge Yağız,Özge Yağız,53.7,1,2859698,Acting,False
574,Andy Samberg,Andy Samberg,53.689,2,62861,Acting,False
575,Mai Aizawa,相沢舞,53.649,1,1244372,Acting,False
576,Valeriy Barinov,Валерий Баринов,53.586,2,86874,Acting,False
577,Sam Neill,Sam Neill,53.582,2,4783,Acting,False
578,Lindsay Lohan,Lindsay Lohan,53.557,1,49265,Acting,False
579,Kaley Cuoco,Kaley Cuoco,53.53,1,53862,Acting,False
580,Frank Welker,Frank Welker,53.478,2,15831,Acting,False
581,Kim Min-ki,Kim Min-ki,53.434,2,2992404,Acting,False
582,Anne Dudek,Anne Dudek,53.405,1,24198,Acting,False
583,Téa Leoni,Téa Leoni,53.372,1,4939,Acting,False
584,Griffin Gluck,Griffin Gluck,53.352,2,971299,Acting,False
585,Vincent Regan,Vincent Regan,53.315,2,9831,Acting,False
586,Felicity Jones,Felicity Jones,53.246,1,72855,Acting,False
587,John Wayne,John Wayne,53.246,2,4165,Acting,False
588,Matt Bomer,Matt Bomer,53.231,2,66743,Acting,False
589,Kornnaphat Sethratanapong,Kornnaphat Sethratanapong,53.19,1,3777125,Acting,False
590,Ursula Andress,Ursula Andress,53.11,1,9871,Acting,False
591,Jeff Bridges,Jeff Bridges,53.101,2,1229,Acting,False
592,Stana Katic,Stana Katic,53.043,1,34408,Acting,False
593,Ed Harris,Ed Harris,52.969,2,228,Acting,False
594,Kim Yeo-jin,김여진,52.924,1,87553,Acting,False
595,Skeet Ulrich,Skeet Ulrich,52.912,2,22108,Acting,False
596,Anna Sawai,Anna Sawai,52.875,1,1434487,Acting,False
597,Kazue Ikura,伊倉一恵,52.815,1,121628,Acting,False
598,Go A-sung,고아성,52.809,1,21689,Acting,False
599,Diane Kruger,Diane Kruger,52.797,1,9824,Acting,False
600,Sherilyn Fenn,Sherilyn Fenn,52.796,1,6681,Acting,False
601,Sofía Vergara,Sofía Vergara,52.737,1,63522,Acting,False
602,Koji Tsujitani,辻谷耕史,52.718,2,121711,Acting,False
603,Pete Docter,Pete Docter,52.681,2,12890,Directing,False
604,Cheon Ho-jin,천호진,52.669,2,87090,Acting,False
605,Nicholas Hoult,Nicholas Hoult,52.664,2,3292,Acting,False
606,Garry Chalk,Garry Chalk,52.644,2,26089,Acting,False
607,Michael Caine,Michael Caine,52.639,2,3895,Acting,False
608,Mark Strong,Mark Strong,52.633,2,2983,Acting,False
609,Martin Freeman,Martin Freeman,52.616,2,7060,Acting,False
610,Richard Roundtree,Richard Roundtree,52.606,2,6487,Acting,False
611,Christopher Meloni,Christopher Meloni,52.526,2,22227,Acting,False
612,Sigourney Weaver,Sigourney Weaver,52.447,1,10205,Acting,False
613,Patrick Stewart,Patrick Stewart,52.447,2,2387,Acting,False
614,Carey Mulligan,Carey Mulligan,52.443,1,36662,Acting,False
615,지은서,Ji Eun-seo,52.433,1,1549899,Acting,False
616,Rutger Hauer,Rutger Hauer,52.326,2,585,Acting,False
617,David Harbour,David Harbour,52.324,2,35029,Acting,False
618,Chen Bolin,陳柏霖,52.304,2,64440,Acting,False
619,Ada Choi,蔡少芬,52.269,1,87948,Acting,False
620,Cailey Fleming,Cailey Fleming,52.233,1,1709047,Acting,False
621,Bob Gunton,Bob Gunton,52.18,2,4029,Acting,False
622,Wagner Moura,Wagner Moura,52.162,2,52583,Acting,False
623,D.B. Woodside,D.B. Woodside,52.151,2,21356,Acting,False
624,Amandla Stenberg,Amandla Stenberg,52.149,3,561869,Acting,False
625,Ben Kingsley,Ben Kingsley,52.115,2,2282,Acting,False
626,Scott Eastwood,Scott Eastwood,52.099,2,928572,Acting,False
627,Ashley Johnson,Ashley Johnson,52.097,1,34486,Acting,False
628,Ewan Mitchell,Ewan Mitchell,52.093,2,1829122,Acting,False
629,Cress Williams,Cress Williams,52.081,2,157847,Acting,False
630,Michael Nouri,Michael Nouri,52.038,2,8699,Acting,False
631,Michael C. Hall,Michael C. Hall,52.026,2,53820,Acting,False
632,Richard Gere,Richard Gere,52.014,2,1205,Acting,False
633,Elizabeth Olsen,Elizabeth Olsen,51.986,1,550843,Acting,False
634,Elizabeth Lail,Elizabeth Lail,51.972,1,1368507,Acting,False
635,Nicole Chamoun,Nicole Chamoun,51.925,1,1931478,Acting,False
636,Chafurin,茶風林,51.866,2,87583,Acting,False
637,Jesse Eisenberg,Jesse Eisenberg,51.862,2,44735,Acting,False
638,Guy Ritchie,Guy Ritchie,51.839,2,956,Directing,False
639,Zoey Deutch,Zoey Deutch,51.77,1,1059597,Acting,False
640,Déborah Révy,Déborah Révy,51.759,1,1016071,Acting,False
641,Yoshiko Kamei,亀井芳子,51.732,1,121712,Acting,False
642,Akın Akınözü,Akın Akınözü,51.724,2,1988958,Acting,False
643,Jeremy Piven,Jeremy Piven,51.721,2,12799,Acting,False
644,Dermot Mulroney,Dermot Mulroney,51.693,2,20212,Acting,False
645,Junko Iwao,岩男潤子,51.682,1,65437,Acting,False
646,Jessica Alba,Jessica Alba,51.679,1,56731,Acting,False
647,Song Il-gook,송일국,51.646,2,86887,Acting,False
648,Bruce Dern,Bruce Dern,51.646,2,6905,Acting,False
649,Wang Churan,王楚然,51.64,1,2271369,Acting,False
650,Jodie Whittaker,Jodie Whittaker,51.635,1,66431,Acting,False
651,Mugihito,麦人,51.605,2,217144,Acting,False
652,Rita Ora,Rita Ora,51.569,1,1089873,Acting,False
653,AJ Raval,AJ Raval,51.567,1,2948828,Acting,False
654,Oliver Platt,Oliver Platt,51.554,2,17485,Acting,False
655,Kim Tae-hee,김태희,51.526,1,1237976,Acting,False
656,Peyton List,Peyton List,51.517,1,1254435,Acting,False
657,Ian McShane,Ian McShane,51.51,2,6972,Acting,False
658,John Leguizamo,John Leguizamo,51.504,2,5723,Acting,False
659,Steve Buscemi,Steve Buscemi,51.496,2,884,Acting,False
660,Nicholas Gonzalez,Nicholas Gonzalez,51.49,2,61852,Acting,False
661,Jami Gertz,Jami Gertz,51.454,1,9995,Acting,False
662,İbrahim Çelikkol,İbrahim Çelikkol,51.449,2,937348,Acting,False
663,Elijah Wood,Elijah Wood,51.443,2,109,Acting,False
664,Kristin Kreuk,Kristin Kreuk,51.398,1,55751,Acting,False
665,Andrew Robinson,Andrew Robinson,51.39,2,14782,Acting,False
666,Mads Mikkelsen,Mads Mikkelsen,51.368,2,1019,Acting,False
667,Elaiza Ikeda,Elaiza Ikeda,51.358,1,1691461,Acting,False
668,Teresa Palmer,Teresa Palmer,51.338,1,20374,Acting,False
669,Tae Hee,Tae Hee,51.266,1,2553497,Acting,False
670,Cemre Baysel,Cemre Baysel,51.251,1,2065258,Acting,False
671,Will Poulter,Will Poulter,51.245,2,93491,Acting,False
672,Sy Richardson,Sy Richardson,51.209,2,58623,Acting,False
673,Fay Masterson,Fay Masterson,51.2,1,65409,Acting,False
674,Taylor James,Taylor James,51.198,2,1497913,Acting,False
675,John Billingsley,John Billingsley,51.156,2,21722,Acting,False
676,Katee Sackhoff,Katee Sackhoff,51.153,1,51798,Acting,False
677,Barbara Babcock,Barbara Babcock,51.067,1,15746,Acting,False
678,Haley Joel Osment,Haley Joel Osment,51.059,2,9640,Acting,False
679,Ciarán Hinds,Ciarán Hinds,51.044,2,8785,Acting,False
680,Katy O'Brian,Katy O'Brian,51.037,1,2252989,Acting,False
681,Bill Nighy,Bill Nighy,51.003,2,2440,Acting,False
682,Kim Hee-jeong,Kim Hee-jeong,50.989,1,2484644,Acting,False
683,Stephen Lang,Stephen Lang,50.981,2,32747,Acting,False
684,Tim Roth,Tim Roth,50.942,2,3129,Acting,False
685,Douggie McMeekin,Douggie McMeekin,50.912,2,1625156,Acting,False
686,David Tennant,David Tennant,50.905,2,20049,Acting,False
687,John Woo,吳宇森,50.878,2,11401,Directing,False
688,Sean Young,Sean Young,50.854,1,586,Acting,False
689,Hugo Weaving,Hugo Weaving,50.834,2,1331,Acting,False
690,Jacob Elordi,Jacob Elordi,50.815,2,2034418,Acting,False
691,Peter Dinklage,Peter Dinklage,50.794,2,22970,Acting,False
692,Maggie Gyllenhaal,Maggie Gyllenhaal,50.781,1,1579,Acting,False
693,Tim Allen,Tim Allen,50.772,2,12898,Acting,False
694,Jennifer Aniston,Jennifer Aniston,50.75,1,4491,Acting,False
695,Ving Rhames,Ving Rhames,50.744,2,10182,Acting,False
696,Adam Sandler,Adam Sandler,50.735,2,19292,Acting,False
697,Aidan Gillen,Aidan Gillen,50.732,2,49735,Acting,False
698,Yuria Haga,芳賀優里亜,50.728,1,114304,Acting,False
699,Bryce Dallas Howard,Bryce Dallas Howard,50.703,1,18997,Acting,False
700,Yuria Haga,芳賀優里亜,50.728,1,114304,Acting,False
701,Bryce Dallas Howard,Bryce Dallas Howard,50.703,1,18997,Acting,False
702,Ray Stevenson,Ray Stevenson,50.695,2,56614,Acting,False
703,Ian Holm,Ian Holm,50.683,2,65,Acting,False
704,Rachel Brosnahan,Rachel Brosnahan,50.659,1,993774,Acting,False
705,Park Seo-jun,박서준,32.393,2,1347525,Acting,False
706,Jella Haase,Jella Haase,50.614,1,912632,Acting,False
707,Heather Locklear,Heather Locklear,50.613,1,58691,Acting,False
708,Stephen Chow,周星馳,50.578,2,57607,Acting,False
709,Lee Jong-suk,이종석,50.572,2,1095818,Acting,False
710,Karthik Muthuraman,Karthik Muthuraman,50.541,2,303927,Acting,False
711,Thitipong Sangngey,Thitipong Sengngai,50.54,2,3648367,Acting,False
712,Dylan Sprouse,Dylan Sprouse,50.526,2,95686,Acting,False
713,Jamie Foxx,Jamie Foxx,50.526,2,134,Acting,False
714,Dana Delany,Dana Delany,50.523,1,65002,Acting,False
715,Andrei Konchalovsky,Андрон Кончаловский,50.508,2,58728,Directing,False
716,Kerry Bishé,Kerry Bishé,50.491,1,58356,Acting,False
717,Max Thieriot,Max Thieriot,50.475,2,41883,Acting,False
718,Ted Levine,Ted Levine,50.471,2,15854,Acting,False
719,Christian Convery,Christian Convery,50.459,2,1721268,Acting,False
720,Daisuke Ono,小野大輔,50.434,2,1241498,Acting,False
721,Shin Hye-sun,신혜선,50.432,1,1523579,Acting,False
722,Na Moon-hee,나문희,50.401,1,123808,Acting,False
723,Eric Roberts,Eric Roberts,50.396,2,21315,Acting,False
724,Lee Soo,Lee Soo,50.353,1,1814297,Acting,False
725,Mariska Hargitay,Mariska Hargitay,50.265,1,6240,Acting,False
726,Chace Crawford,Chace Crawford,50.258,2,60899,Acting,False
727,Denise Richards,Denise Richards,50.249,1,9205,Acting,False
728,Aubrey Plaza,Aubrey Plaza,50.246,1,119592,Acting,False
729,Quentin Tarantino,Quentin Tarantino,50.245,2,138,Directing,False
730,Emma Lahana,Emma Lahana,50.233,1,85955,Acting,False
731,William Fichtner,William Fichtner,50.231,2,886,Acting,False
732,Golda Rosheuvel,Golda Rosheuvel,41.466,1,1856875,Acting,False
733,Ahn Kil-kang,안길강,50.196,2,86329,Acting,False
734,Nadine Velazquez,Nadine Velazquez,50.187,1,65196,Acting,False
735,Amanda Peet,Amanda Peet,50.153,1,2956,Acting,False
736,Christopher Eccleston,Christopher Eccleston,50.152,2,2040,Acting,False
737,Claudia Jessie,Claudia Jessie,50.132,1,1439488,Acting,False
